NEWER_VERSION_ON_COMMIT_DATE;PREVIOUS_VERSION;Count of HASH
1.0.1-hadoop1;0.10.0;1
1.0.2;0.20.203.0;1
1.0.2;0.8.1;1
1.0.2;1.0;1
1.0.2.Final;1.0.0.beta1;1
1.0.2.Final;1.0.3.CR2;1
1.0.2.Final;1.1.0.Alpha3;1
1.0.2.Final;1.1.0.Final;1
1.0.2.RELEASE;0.5.0.BUILD-SNAPSHOT;1
1.0.2.RELEASE;1.0.1.BUILD-SNAPSHOT;1
1.0.2.RELEASE;1.1.0.RC1;1
1.0.2.RELEASE-hadoop22;1.0.1.RELEASE;1
1.0.20;1.0.18;1
1.0.22;1.0.20;1
1.0.23;1.0.22;1
1.0.24;1.0.23;1
1.0.26;1.0.25;1
1.0.3;0.1-SNAPSHOT;1
1.0.3;0.8.4;1
1.0.3;0.90.5;1
1.0.3.RELEASE;1.0.2.RELEASE;1
1.0.4;1.0;1
1.0.4;1.0.0;1
1.0.4;1.1.0;1
1.0.4;1.1-SNAPSHOT;1
1.0.4.Final;1.0.1.Final;1
1.0.4.RELEASE;1.0.3.RELEASE;1
1.0.40;${grizzly10-version};1
1.0.40;1.0.31;1
1.0.40;1.0.40-SNAPSHOT;1
1.0.42.1;1.0.40;1
1.0.42.1;1.0.42;1
1.0.42.1;1.0.42-SNAPSHOT;1
1.0.42.1;1.0.43-SNAPSHOT;1
1.0.42.1;1.0.44.9-SNAPSHOT;1
1.0.44;1.0.44.14-SNAPSHOT;1
1.0.44.34;1.0.44;1
1.0.44.37;1.0.44.33-SNAPSHOT;1
1.0.44.37;1.0.44.38-SNAPSHOT;1
1.0.5;0.2.25;1
1.0.5;1.0.2;1
1.0.5.RELEASE;1.0.4.RELEASE;1
1.0.5-2;1.0.4;1
1.0.6;1.0.4;1
1.0.7;0.9.8;1
1.0.7;1.0.3;1
1.0.7;1.0.5;1
1.0.7;1.0.8.1-SNAPSHOT;1
1.0.7;1.0.8.2-SNAPSHOT;1
1.0.7.Final;1.0.4.Final;1
1.0.8;1.0.7;1
1.0.8;1.0.8.4-SNAPSHOT;1
1.0.9;1.0.8.5-SNAPSHOT;1
1.0.9;1.0.9.1-SNAPSHOT;1
1.0.CR2;1.0.CR2;1
1.0.CR4;1.0.CR3-SNAPSHOT;1
1.0-0014;1.0-0011;1
1.0-1;1.0;1
1.0-5;0.8.0-2;1
1.07-0.10;1.07-0.10;1
1.07-0.10;1.07-0.9.1-SNAPSHOT;1
1.07-0.11;1.07-0.11;1
1.07-0.11;1.07-0.11-SNAPSHOT;1
1.07-1.0;1.07-1.0;1
1.07-1.0;1.07-1.0-SNAPSHOT;1
1.07-1.1;1.07-1.1;1
1.07-1.1;1.07-1.1-SNAPSHOT;1
1.07-1.1;1.07-1.2-SNAPSHOT;1
1.07-1.2;1.07-1.2;1
1.0-beta-2;0.5-rc1;1
1.0-RC4;0.9.7;1
1.0-RC4;1.0-rc1;1
1.0-SP1;1.0-SP1;1
1.0-SP2;1.0-SP1;1
1.0-SP4;1.0-SP1;1
1.0-SP4;1.0-SP2;1
1.1;1.0.1b;1
1.1;1.0.4;1
1.1;1.0-rc2;1
1.1;1.1.0-rc1;1
1.1.0;${project.parent.version};1
1.1.0;0.20.204.0;1
1.1.0;0.9.0-incubating;1
1.1.0;0.9.1;1
1.1.0;0.90.5;1
1.1.0;1.0.14;1
1.1.0;1.0.16;1
1.1.0;1.0.2-SNAPSHOT;1
1.1.0;1.0-SNAPSHOT;1
1.1.0;1.1.0-RC2;1
1.1.0.Beta1;1.0.0.Final;1
1.1.0.Beta1;1.2.0.Beta1;1
1.1.0.Beta2;${version.org.wildfly.build-tools};1
1.1.0.Beta2;1.1.0.CR1;1
1.1.0.CR3;${validation.api.version};1
1.1.0.Final;1.0.4.Final;1
1.1.0.Final;1.1.0.CR1;1
1.1.0.Final;1.1.0.CR2;1
1.1.0.Final;1.1.4.Final;1
1.1.0.Final;1.2.0.Alpha2;1
1.1.0.GA_SP1;1.1.0.GA;1
1.1.0.RELEASE;1.0.0.RELEASE;1
1.1.0.RELEASE;1.0.1.RELEASE;1
1.1.0.RELEASE;1.1.0.BUILD-SNAPSHOT;1
1.1.0.v20120525;1.1.6.v20130911;1
1.1.0.v20140509-1235;1.0.600.v20130530-1010;1
1.1.0-alpha-2;1.0.0-beta-5;1
1.1.0-beta1;1.0.7;1
1.1.0-M04;1.0.4;1
1.1.0-M04;1.1.0-M04;1
1.1.0-M04;1.1.0-M05;1
1.1.0-M06;1.0.3;1
1.1.0-M07;1.0.4;1
1.1.0-M07;1.1.0-M06;1
1.1.0-rc1;1.0.1;1
1.1.0-rc1;1.1.0-RC2;1
1.1.1;[1.1.1];1
1.1.1;0.20.2;1
1.1.1;0.20.205-emr;1
1.1.1;1.0.0;1
1.1.1;1.0.6;1
1.1.1;2.3.4-SNAPSHOT;1
1.1.1.Final;1.1.2.Final;1
1.1.1.Final;1.2.0.Beta1;1
1.1.1.Final;1.2.0.Beta2;1
1.1.10;1.1.11;1
1.1.10;1.1.11-SNAPSHOT;1
1.1.10.v20150130;1.1.9.v20141016;1
1.1.11.v20150415;1.1.10.v20150130;1
1.1.12.RELEASE;${spring.boot.version};1
1.1.19;1.1.14;1
1.1.2;0.20.205.0;1
1.1.2;1.0.1.1;1
1.1.2;1.1.0-M06;1
1.1.2;1.2-SNAPSHOT;1
1.1.2;2.0.0-mr1-cdh4.1.2;1
1.1.2.1;1.1.2;1
1.1.2.6;1.1.2.1;1
1.1.2.RELEASE;1.1.4.RELEASE;1
1.1.2.v20150522;1.1.0.v20141014;1
1.1.3;1.0.8;1
1.1.3.Final;1.2.0.Beta2;1
1.1.3.Final;1.5.0.Beta1;1
1.1.33.android;1.1.19;1
1.1.33.Fork17;1.1.33.Fork15;1
1.1.33.Fork19;1.1.33.Fork17;1
1.1.33.Fork21;1.1.33.Fork19;1
1.1.35;1.1.33;1
1.1.37;1.1.35;1
1.1.39;1.1.37;1
1.1.4;1.1.1;1
1.1.46.android;1.1.37;1
1.1.5;1.0.16;1
1.1.5;1.2.0-cdh5.7.0;1
1.1.5.2;1.9;1
1.1.6;0.8.1;1
1.1.6;1.1.1;1
1.1.6;2.0.0-M02;1
1.1.6;2.0.0-M03;1
1.1.6.Final;1.1.8.Final;1
1.1.6.v20130911;1.1.5.v20130313;1
1.1.7;1.0.9;1
1.1.7;1.1.8;1
1.1.7.Final;1.1.3.Final;1
1.1.7.Final;1.1.8.Final;1
1.1.7.RELEASE;${spring.boot.version};1
1.1.7.v20140316;1.1.7.v20140316;1
1.1.8;1.2.0-cdh5.7.5;1
1.1.8;2-3-8-SNAPSHOT;1
1.1.9;1.1.10;1
1.1.9;1.1.10-SNAPSHOT;1
1.1.9;1.1.5;1
1.1.9.v20141016;1.1.6.v20130911;1
1.1.EDR1.2;1.0-SP4;1
1.10;1.4;1
1.10.0;1.11.0;1
1.10.0;1.11.0-SNAPSHOT;1
1.10.0-patch1-1.2;1.10.0-patch1-1.2.5-SNAPSHOT;1
1.10.0-patch1-1.3;1.10.0-patch1-1.3;1
1.10.1;1.10.0;1
1.10.2;1.9.3;1
1.10.37;${s3.version};1
1.10.48;1.3.14;1
1.10.63;1.10.1;1
1.10.8;1.8.1;1
1.11.0;1.10.1;1
1.11.140;1.10.21;1
1.11.20;1.11.7;1
1.11.21;1.11.20;1
1.11.24;1.7.2;1
1.11-b02;1.4;1
1.12;${jmustache-version};1
1.12;1.4;1
1.12;1.8;1
1.12.0;1.11.0;1
1.13.0;1.12.1;1
1.1-4;1.0-5;1
1.15;1.9.1;1
1.15.1;1.13.0;1
1.15.1;1.15.1;1
1.16;1.3;1
1.16.0;1.15.1;1
1.16.12;1.16.10;1
1.16.6;1.14.4;1
1.16.8;${lombok.version};1
1.16.8;1.16.4;1
1.18.1;1.12;1
1.18.2;1.17.1;1
1.18.6;1.19;1
1.19.2;1.9;1
1.19.3;1.13;1
1.1-ea;0.11;1
1.1-ea;1.1.2.r612;1
1.1-SNAPSHOT.120103;${project.parent.version};1
1.1-SNAPSHOT.120103;1.5.0-SNAPSHOT;1
1.1-SNAPSHOT.120103;2.0.0-SNAPSHOT;1
1.2;0.999.16;1
1.2.0;${project.parent.version};1
1.2.0;1.1.1;1
1.2.0;1.1.9;1
1.2.0.Beta4;1.2.1.Final;1
1.2.0.CR1;1.2.0.Beta1;1
1.2.0.CR1;1.2.2.Final;1
1.2.0.CR3;1.2.0.CR3;1
1.2.0.Final;1.0.0.CR5;1
1.2.0.Final;1.2.1.CR1;1
1.2.0.RELEASE;1.2.1.RELEASE;1
1.2.0-beta2;0.4.2;1
1.2.1;0.20.2;1
1.2.1;0.20.2-SNAPSHOT;1
1.2.1;0.90.10;1
1.2.1;1;1
1.2.1;1.3.0;1
1.2.1;2.0.0-mr1-cdh4.3.0;1
1.2.1;2.2.0;1
1.2.1.CR1;1.2.1.CR1;1
1.2.1.CR2;1.2.1.CR2;1
1.2.1.Final;1.0.0.GA;1
1.2.1.Final;1.2.1.CR2;1
1.2.1.RELEASE;0.5.0.BUILD-SNAPSHOT;1
1.2.10;1.2.6;1
1.2.12;1.2.6;1
1.2.12;1.2.8;1
1.2.125;1.0.79;1
1.2.137;1.3.168;1
1.2.142;1.2.140;1
1.2.15;1.2.13;1
1.2.16;[1.2.16];1
1.2.16;1.2.12;1
1.2.16;1.2.13;1
1.2.17;[1.2.9);1
1.2.17;1.2.13;1
1.2.17;1.2.9;1
1.2.2;0.98.11-hadoop2;1
1.2.2;1.1.10;1
1.2.2;1.2;1
1.2.2;1.2.4;1
1.2.2;1.2.5-alpha;1
1.2.2.Final;1.2.3.Final;1
1.2.21;1.1.37;1
1.2.3;0.4.2;1
1.2.3;1.0.12;1
1.2.3;1.2.3-SNAPSHOT;1
1.2.3.RELEASE;1.2.1.RELEASE;1
1.2.4;1.2.5-alpha;1
1.2.4.RELEASE;1.2.3.RELEASE;1
1.2.4.RELEASE;1.2.4.RELEASE;1
1.2.5;1.1.26;1
1.2.5;1.1.5;1
1.2.5;1.2.10;1
1.2.5;1.2.6;1
1.2.5.RELEASE;1.2.4.RELEASE;1
1.2.6.RELEASE;0.5.0.BUILD-SNAPSHOT;1
1.2.6.RELEASE;1.1.6.BUILD-SNAPSHOT;1
1.2.6.RELEASE;1.2.5.RELEASE;1
1.2.6-alpha;1.2.4;1
1.2.7;1.2.9;1
1.2.8;1.2.8-beta;1
1.2.8-alpha;1.2.7;1
1.2.9;1.1.6;1
1.2.9;1.2.9-beta;1
1.2.9;1.3.1;1
1.2.9-beta;1.2.9-alpha;1
1.2_15-B02;1.2_13;1
1.2_15-B02;2.0.2-FCS;1
1.2_15-B02;2.2.0-m09-jbossorg-1;1
1.2-1.2.M05;1.1-SNAPSHOT;1
1.27;1.18;1
1.28;1.27;1
1.3;1.0;1
1.3;1.3.M05;1
1.3.0;${project.parent.version};1
1.3.0;1.1.2;1
1.3.0;1.2.6;1
1.3.0;1.3.0M1;1
1.3.0;1.3.0-RC3;1
1.3.0.Beta2;1.3.0.Beta1;1
1.3.0.CR9;1.3.0.CR8;1
1.3.0.Final;1.2.0.Final;1
1.3.0.Final;1.3.3.Final;1
1.3.0-beta11;1.3.0-beta11;1
1.3.0M1;1.2.9;1
1.3.1;${commons-cli-version};1
1.3.1;${jedis.version};1
1.3.1;1.0.0-RC5;1
1.3.1;1.2.4-SNAPSHOT;1
1.3.1;1.2.8;1
1.3.1;1.3.0-p1;1
1.3.1;1.3.11;1
1.3.1;1.3.11-SNAPSHOT;1
1.3.1;1.3.1-SNAPSHOT;1
1.3.1;1.3.4;1
1.3.1;1.3.5-SNAPSHOT;1
1.3.1;1.3.6;1
1.3.1;1.3.7;1
1.3.1;1.3.7-SNAPSHOT;1
1.3.1;1.3.8;1
1.3.1;1.3.8-SNAPSHOT;1
1.3.1;1.3.9;1
1.3.1;1.3.9-SNAPSHOT;1
1.3.10;1.3.2;1
1.3.12;1.5.0-SNAPSHOT;1
1.3.12.Final;1.3.10.Final;1
1.3.13;1.5.7;1
1.3.148;1.2.144;1
1.3.152;1.2.144;1
1.3.152;1.3.168;1
1.3.153;1.2.144;1
1.3.153;1.3.168;1
1.3.154;1.2.144;1
1.3.154;1.3.168;1
1.3.155;1.2.144;1
1.3.157;1.2.145;1
1.3.158;1.3.168;1
1.3.16;1.3.2;1
1.3.161;1.2.145;1
1.3.168;1.3.158;1
1.3.168;1.3.161;1
1.3.173;1.3.168;1
1.3.174;1.3.166;1
1.3.174;1.3.174;1
1.3.175;1.3.172;1
1.3.176;1.3.173;1
1.3.19;1.6.0;1
1.3.2;${project.parent.version};1
1.3.2;1.3.0;1
1.3.2;1.3.1-SNAPSHOT;1
1.3.2;1.4.0-SNAPSHOT;1
1.3.2;2.1;1
1.3.2.Final;1.3.1.Final;1
1.3.2.RELEASE;1.2.0.RELEASE;1
1.3.23;1.3.16-jbossorg-1;1
1.3.3;${mariadb.version};1
1.3.3;1.1.15;1
1.3.3;1.2.2;1
1.3.3;1.3;1
1.3.3;1.3.4;1
1.3.3;2.0.0-alpha.2-SNAPSHOT;1
1.3.3.RELEASE;1.3.0.BUILD-SNAPSHOT;1
1.3.4;1.3.2-1;1
1.3.4;1.3.5;1
1.3.5;1.2.0;1
1.3.5;1.3.1;1
1.3.5;1.3.2;1
1.3.5;1.3.6;1
1.3.6;1.3.3;1
1.3.6;1.3.4;1
1.3.6;1.3.7;1
1.3.7;1.2.17;1
1.3.7;1.3.7-SNAPSHOT;1
1.3.7;1.3.8;1
1.3.8;1.3.2;1
1.3.8;1.3.5;1
1.3.8;4.0.0;1
1.3.8;4.1.0;1
1.3.9;1.3.8;1
1.3.M01;1.2;1
1.3.M05;1.3.M04;1
1.30;1.18;1
1.30;1.27;1
1.3-1.3.M01;1.2-SNAPSHOT;1
1.32;1.18;1
1.4;0.97;1
1.4;1.1;1
1.4;1.2.1;1
1.4;1.2.2;1
1.4;1.4.M04;1
1.4;1.4.M06;1
1.4.0;1.0.0;1
1.4.0;1.3.1b;1
1.4.0;1.3.2-SNAPSHOT;1
1.4.0;1.3.6;1
1.4.0;1.3.8;1
1.4.0;1.3.9;1
1.4.0;1.5.0-SNAPSHOT;1
1.4.0.Final;1.3.0.CR8;1
1.4.0.Final;1.3.2.Final;1
1.4.0.Final;1.4.1.Final;1
1.4.0.RELEASE;2.0.0.BUILD-SNAPSHOT;1
1.4.0-b01;1.3.16-jbossorg-1;1
1.4.0-RC1;1.3.9;1
1.4.0-RC4;1.3.13;1
1.4.1;1.3.1;1
1.4.1;1.3.2;1
1.4.1.RELEASE;1.1.1.RELEASE;1
1.4.10;1.1.8;1
1.4.10.Final;1.3.14.GA;1
1.4.178;1.4.177;1
1.4.179;1.4.178;1
1.4.180;1.3.174;1
1.4.180;1.3.175;1
1.4.180;1.4.178;1
1.4.180;1.4.179;1
1.4.181;1.3.174;1
1.4.181;1.4.180;1
1.4.182;1.3.172;1
1.4.182;1.3.174;1
1.4.182;1.4.180;1
1.4.184;${h2.version};1
1.4.184;1.4.182;1
1.4.187;1.3.172;1
1.4.187;1.3.174;1
1.4.187;1.3.176;1
1.4.187;1.4.186;1
1.4.187;1.4.190;1
1.4.189;1.3.173;1
1.4.189;1.4.188;1
1.4.190;1.3.174;1
1.4.190;1.3.176;1
1.4.190;1.4.189;1
1.4.191;1.4.187;1
1.4.191;1.4.191;1
1.4.2;1.3.6;1
1.4.2;1.4.1;1
1.4.2;1.4.2-SNAPSHOT;1
1.4.2.RELEASE;1.3.8.BUILD-SNAPSHOT;1
1.4.2.RELEASE;1.4.4.RELEASE;1
1.4.26;1.3.19;1
1.4.3;1.0.0;1
1.4.3;1.4.2;1
1.4.3.RELEASE;1.4.1.RELEASE;1
1.4.4;1.4.0;1
1.4.4;1.4.2-1;1
1.4.4;1.4.4-SNAPSHOT;1
1.4.4-rc1;1.4.2;1
1.4.5;1.3.4;1
1.4.5;1.4.5-SNAPSHOT;1
1.4.6.RELEASE;1.5.2.RELEASE;1
1.4.7;1.5.1;1
1.4.8;1.5.4;1
1.4.9;1.4.6-SNAPSHOT;1
1.4.M02;1.4.M01;1
1.4.M03;1.3-SNAPSHOT;1
1.4.M04;1.4.M03;1
1.4.M05;1.4.M04;1
1.4.M06;1.4.M04;1
1.46.4;1.46.4;1
1.47;1.30;1
1.47;1.47;1
1.48;1.48;1
1.48.2;1.50.2;1
1.5;1.0;1
1.5;1.1;1
1.5;1.5.M01;1
1.5.0;1.0.0;1
1.5.0;1.2.1;1
1.5.0;1.4.4;1
1.5.0;1.5.1-M1;1
1.5.0;1.6.0;1
1.5.0;1.6.0-SNAPSHOT;1
1.5.0.final;1.4.0.Final;1
1.5.0.RELEASE;1.5.2.RELEASE;1
1.5.0-beta2;1.3.0;1
1.5.0-M1;1.3.10;1
1.5.0-M1;1.5.1-M1;1
1.5.0-M2;1.5.3-M1-SNAPSHOT;1
1.5.1;1.2.0;1
1.5.1;1.2.1;1
1.5.1;1.4.4;1
1.5.1;1.4.5;1
1.5.1.Final;1.5.0.final;1
1.5.1.RELEASE;1.4.2.RELEASE;1
1.5.11;1.5.11;1
1.5.11;1.6.0;1
1.5.12;1.5.12;1
1.5.1-M1;1.5.1-SNAPSHOT;1
1.5.1-M2;1.3.10;1
1.5.1-M2;1.5.0-M2;1
1.5.1-M2;2.1.0-M2;1
1.5.2;1.4.4;1
1.5.2-M2;1.5.1-M1;1
1.5.2-M2;1.5.2-M2-SNAPSHOT;1
1.5.2-M2;1.5.3-M1-SNAPSHOT;1
1.5.2-M2;2.1.1-M2-SNAPSHOT;1
1.5.3;${wicket.version};1
1.5.3.Final;1.5.2.Final;1
1.5.3-M1;1.3.10;1
1.5.3-M1;1.5.0-M1;1
1.5.4;${wicket.version};1
1.5.4;1.4.12;1
1.5.4;1.5.2;1
1.5.5.Final;2.0.0.Beta1;1
1.5.6;1.4;1
1.5.6;1.5.4;1
1.5.8;2.0.3;1
1.5.9;1.3.10;1
1.5.9;1.5.0;1
1.5.M01;1.3;1
1.5.M01;1.4;1
1.5.M01;1.4.1;1
1.5.M02;${project.version};1
1.54;1.50;1
1.58;1.48;1
1.5-M2.1;${wicket.version};1
1.6;${joda-version};1
1.6;1.2;1
1.6;1.3;1
1.6;1.6-SNAPSHOT;1
1.6.0;1.4.1;1
1.6.0;1.4.5;1
1.6.0;1.5.11;1
1.6.0;1.6.0M2;1
1.6.0;1.7.0;1
1.6.0;1.7.0-SNAPSHOT;1
1.6.0.RELEASE;1.7.7.BUILD-SNAPSHOT;1
1.6.0-beta1;1.6.0-alpha;1
1.6.0-beta1;1.6.0-beta1;1
1.6.0M2;1.6.0-beta2;1
1.6.0-RC4;1.5.1;1
1.6.1;1.5.6;1
1.6.1;1.5-SNAPSHOT;1
1.6.1.Final;1.6.0.Final;1
1.6.1.RELEASE;1.7.7.BUILD-SNAPSHOT;1
1.6.10;1.6.9;1
1.6.10;1.6.9.jbossorg-1;1
1.6.11;1.6.10;1
1.6.12;1.6.11;1
1.6.14;1.6.12;1
1.6.15;1.6.15;1
1.6.16;1.6.16;1
1.6.1M2;1.6.1M1;1
1.6.2;1.2.3;1
1.6.2;1.5;1
1.6.2;1.6.1M2;1
1.6.2;1.7.0;1
1.6.2.RELEASE;1.5.4.RELEASE;1
1.6.2.RELEASE;1.7.7.BUILD-SNAPSHOT;1
1.6.4;${powermock.version};1
1.6.4;1.4.11;1
1.6.4;1.5.0-alpha;1
1.6.4;2.10.0;1
1.6.5;1.4.12;1
1.6.5;1.6.1;1
1.6.6;1.5.4;1
1.6.6;1.5.8;1
1.6.6;1.6.3;1
1.6.6.RELEASE;1.7.1.RELEASE;1
1.6.7;1.6.6;1
1.6.8;1.6.7;1
1.6.9;1.6.8;1
1.6.9;2.0.4;1
1.7;1.4;1
1.7.0;${ahc.version};1
1.7.0;[1.62.0);1
1.7.0;1.0.3-SNAPSHOT;1
1.7.0;1.5.2;1
1.7.0;1.6.2;1
1.7.0;1.8.1;1
1.7.0.RELEASE;1.4.4.RELEASE;1
1.7.0.RELEASE;1.5.4.RELEASE;1
1.7.0.RELEASE;1.7.4.RELEASE;1
1.7.0-alpha2;1.4.0;1
1.7.0-alpha5;1.6.0;1
1.7.1;1.5.2;1
1.7.1;1.6.0;1
1.7.1;1.6.2;1
1.7.1.RELEASE;1.6.0.RELEASE;1
1.7.10;1.7.1;1
1.7.11;1.7.11;1
1.7.12;1.6.6;1
1.7.12;1.7.2;1
1.7.13;1.5.6;1
1.7.13;1.6.4;1
1.7.13;1.7.6;1
1.7.15;${slf4j.version};1
1.7.16;${slf4j.version};1
1.7.16;1.6.6;1
1.7.17-0.8;1.7.17-0.8-1-SNAPSHOT;1
1.7.17-0.8;1.7.17-0.8-SNAPSHOT;1
1.7.18;${async-http-client.version};1
1.7.19;1.7.1;1
1.7.19;1.7.13;1
1.7.2;1.6.3;1
1.7.21;1.6.2;1
1.7.21;1.6.4;1
1.7.21;1.7.14;1
1.7.21;1.7.2;1
1.7.23;${async-http-client.version};1
1.7.24;1.7.1;1
1.7.3;1.6.5;1
1.7.4;1.0.1;1
1.7.4;1.6.10;1
1.7.4.RELEASE;1.7.2.RELEASE;1
1.7.4.RELEASE;1.8.5.RELEASE;1
1.7.5;1.6.5;1
1.7.5;1.7.0;1
1.7.5;1.7.1;1
1.7.5;1.7.5-SNAPSHOT;1
1.7.5;2.2.0;1
1.7.6;1.6.1;1
1.7.6;1.8.6;1
1.7.6.RELEASE;1.9.0.M1;1
1.7.7.1;1.7R3;1
1.7.7.1;1.7R4;1
1.7.7.RELEASE;1.7.8.BUILD-SNAPSHOT;1
1.7.8;${slf4j.version};1
1.7.8;1.6.2;1
1.7.8;1.7.5;1
1.7.9;1.6.1;1
1.7.9;1.8.1;1
1.7.M01;3.0.0-SNAPSHOT;1
1.7.RC2;1.6.1;1
1.7R5;1.7R3;1
1.7R5;1.7R4;1
1.8;1.6.1;1
1.8.0;1.7.0;1
1.8.0;1.7.17;1
1.8.0;1.8.0-SNAPSHOT;1
1.8.0;1.8.6;1
1.8.0.10;1.8.0.7;1
1.8.0.10;2.2.6;1
1.8.0-alpha5;1.6.0;1
1.8.0-beta-1;1.8.0-beta-2;1
1.8.0-beta-1;1.8.0-beta-2-SNAPSHOT;1
1.8.1;1.7.0;1
1.8.1;1.7.1;1
1.8.1;2.0.0;1
1.8.1.RELEASE;1.8.0.RC1;1
1.8.11;1.9.6;1
1.8.11;1.9.9;1
1.8.2;${gae.version};1
1.8.2;1.4.2;1
1.8.2;1.6.2;1
1.8.2;1.8.0;1
1.8.2.RELEASE;1.10.0.M1;1
1.8.2.RELEASE;1.7.7.BUILD-SNAPSHOT;1
1.8.2.RELEASE;1.8.7.BUILD-SNAPSHOT;1
1.8.3;1.7.0;1
1.8.3;1.7.2;1
1.8.3.RELEASE;1.8.8.BUILD-SNAPSHOT;1
1.8.4;1.7.17;1
1.8.4;1.7.24;1
1.8.4;1.7.7;1
1.8.4.RELEASE;1.7.5.RELEASE;1
1.8.5.RELEASE;1.9.0.RC1;1
1.8.6;1.5.3;1
1.8.6;1.7.4;1
1.8.6.RELEASE;1.8.8.BUILD-SNAPSHOT;1
1.8.7;1.8.0;1
1.8.7.RELEASE;1.9.0.RC1;1
1.8.7.RELEASE;1.9.0.RELEASE;1
1.8.8;1.8.0;1
1.8.9;1.7.24;1
1.8.M05;2.0.4-SNAPSHOT;1
1.9;1.8.1;1
1.9.0;0.6.0;1
1.9.0;1.10.0-SNAPSHOT;1
1.9.0;1.7.0;1
1.9.0.RELEASE;1.8.8.BUILD-SNAPSHOT;1
1.9.0-alpha10;1.9.0-alpha8;1
1.9.0-alpha12;1.9.0-alpha10;1
1.9.0-alpha12;1.9.0-alpha12;1
1.9.0-alpha13;1.9.0-alpha10;1
1.9.0-alpha14;1.9.0-alpha12;1
1.9.0-alpha8;1.9.0-alpha7;1
1.9.0-beta-2;1.7.8;1
1.9.0-BETA21;1.8.3;1
1.9.0-dev-r2644-1;1.8.0-u20;1
1.9.0-dev-r2973-1;1.9.0-dev-r2644-1;1
1.9.0-dev-r2973-2;1.9.0-dev-r2973-1;1
1.9.11;${gae.version};1
1.9.11;1.8.4;1
1.9.11;1.9.29;1
1.9.11;1.9.6;1
1.9.12;1.9.6;1
1.9.13;1.2.0;1
1.9.13;1.6.1;1
1.9.14;1.9.14;1
1.9.17a;1.9.12;1
1.9.18;${gae.version};1
1.9.18;1.8.4;1
1.9.19;${grizzly-version};1
1.9.19-beta3;1.9.19-beta2;1
1.9.2;[1.9.01.10.0);1
1.9.2;1.8.1;1
1.9.2;1.8.4;1
1.9.21;${gae.version};1
1.9.21;1.8.4;1
1.9.23;${gae.version};1
1.9.23;1.8.4;1
1.9.24;${gae.version};1
1.9.24;1.8.4;1
1.9.25;${gae.version};1
1.9.25;1.8.4;1
1.9.26;${gae.version};1
1.9.26;1.8.4;1
1.9.2-SNAP2;2.0.M6-SNAP36;1
1.9.2-SNAP2;2.0.RC1-SNAP4;1
1.9.3;${gae.version};1
1.9.3;1.8;1
1.9.3;1.8.4;1
1.9.31;1.9.29;1
1.9.32;1.9.31;1
1.9.34;1.9.32;1
1.9.36;1.9.19;1
1.9.36;1.9.34;1
1.9.37;1.9.34;1
1.9.38;1.9.37;1
1.9.39;1.9.38;1
1.9.4;1.8;1
1.9.4;1.8.2;1
1.9.40;1.9.19;1
1.9.40;1.9.38;1
1.9.42;1.9.40;1
1.9.44;1.9.42;1
1.9.48;1.9.44;1
1.9.5;${gae.version};1
1.9.5;1.8.1;1
1.9.5;1.8.4;1
1.9.5-rc1;1.9.0-rc1;1
1.9.6;${gae.version};1
1.9.6;1.6.4;1
1.9.6;1.8.4;1
1.9.6;1.8.9;1
1.9.8;1.7.0;1
1.9.9;1.8.3;1
1.9.9;1.9.10-SNAPSHOT;1
1.b.46;1.b.46;1
1.b.47;1.b.46;1
1.b.52;1.b.47;1
1.r.55;1.b.52;1
10.0.0.Alpha1;${project.version};1
10.0.0.Beta1;${project.version};1
10.0.0.CR2;${project.version};1
10.0.0.Final;1.0.0.beta3;1
10.0.1;10.0-rc1;1
10.0.1;r06;1
10.11.1.1;10.10.2.0;1
10.11.1.1;10.9.1.0;1
10.12.1.1;${derby.version};1
10.12.1.1;10.9.1.0;1
10.2.0.4.0;10.2.0.1.0;1
10.2.0.4.0;10.2.0.3.0;1
10.8.2.2;10.6.1.0;1
10.8.3.0;10.3.2.1;1
10.9.1.0;10.8.2.2;1
11.0;11.0-rc1;1
11.0.1;10.0;1
11.0.1;11.0;1
11.0.1;r09;1
11.0-rc1;10.0.1;1
12;10-SNAPSHOT;1
12.0;12.0;1
12.0;12.0-rc2;1
12.0;r09;1
12.0.1;12.0;1
12.0-rc2;12.0-rc1;1
13.0;13;1
13.0;13.0-rc2;1
13.0;9.0.4;1
13.0.1;11.0.2;1
13.0.1;12;1
13.0.1;12.0;1
13.0-rc1;12.0;1
13.0-rc2;13.0-rc1;1
14;12;1
14.0;13.0.1;1
14.0.1;11.0.2;1
14.0-rc2;11.0.2;1
14.0-rc2;13.0;1
14.0-rc3;14.0-rc2;1
15.0-rc1;13.0.1;1
15.1;18;1
15.1;21;1
16;15;1
16.0.1;11.0.1;1
16.0.1;16.0.1;1
16.0.1;r08;1
16.0.1;r09;1
17;10;1
17;16;1
17.0-rc2;14.0.1;1
17.0-rc2;16.0;1
17.0-rc2;17.0;1
18.0;12.0;1
18.0;14.0;1
18.0;16.0;1
18.0-rc1;16.0;1
18.0-rc2;15;1
19.0;11.0;1
19.0;16.0;1
19.0-rc1;15.0;1
19.0-rc1;16.0;1
2.0;1.17.1;1
2.0;1.3;1
2.0;1.8.6;1
2.0;2.0-alpha-2;1
2.0;3.0-experimental-SNAPSHOT;1
